,en,gr
353,"If we look back, we can see what we have achieved (30 years ago, I was a young employee at the Ministry of Labour and was trained here, in Brussels, in the single European market).","Jei pažvelgsime atgal, pamatysime, ką pasiekėme (prieš 30 metų buvau jauna Darbo ministerijos darbuotoja ir buvau mokoma čia, Briuselyje, Europos bendrosios rinkos)."
354,"The situation is not as bad as it was two years ago, when the anniversary of the Tibetan uprising was accompanied by brutal persecution, murders and torture.","Padėtis nėra tokia bloga, kokia ji buvo prieš dvejus metus, kai tibetiečių sukilimo metines lydėjo žiaurus persekiojimas, žudymai ir kankinimai."
355,"(DE) Madam President, Mr Scottà's successful report is very much in the interests of consumer protection.","(DE) Ponia pirmininke, pavykęs G. Scottà pranešimas labai naudingas vartotojų apsaugai."
356,Here we have two very good reports that enable us to go more deeply into our discussion at a critical moment for the euro area.,"Čia turime du labai gerus pranešimus, kurie leidžia mums plėtoti diskusiją kritišku euro zonai momentu."
357,"This will oblige even the qualified to flit between insecure jobs, alternating them with the inevitable unemployment.","Tai įpareigos net kvalifikuotus darbuotojus blaškytis tarp nesaugių darbų, besikaitaliojančių su neišvengiamu nedarbu."
358,The CEO of Irish Nationwide has ridden off into the sunset with millions in his back pocket while taxpayers have had their wages reduced dramatically.,"Irish Nationwide pagrindinis vykdomasis direktorius išvyko į vakarus su milijonais kišenėje, o mokesčių mokėtojų atlyginimai buvo drastiškai sumažinti."
359,"Unfortunately, communication and transparency are features of the aviation security sector which need to be improved urgently.","Deja, būtent bendravimas ir skaidrumas yra tie aviacijos saugumo sektoriaus bruožai, kuriuos reikia skubiai tobulinti."
360,"So I believe that in the whole process, we should be very careful when we simplify; we should not forget the lessons of the past and the reasons why we introduced particular rules.","Todėl visame procese turime būti labai atsargūs paprastindami; neturėtume pamiršti praeityje įgytos patirties ir priežasčių, dėl kurių nustatėme konkrečias taisykles."
361,"There is no doubt that this development has had an impact on birth rates, which have been depressed artificially at the behest of economic forces.","Nėra abejonės, kad tai turėjo įtakos gimstamumo rodikliams, kurių augimas buvo dirbtinai sulaikomas ekonominių jėgų prašymu."
362,I hope we will be able to use that occasion to deepen the relationship with a number of states who will be present at the time.,"Tikiuosi, kad galėsime pasinaudoti šia proga sustiprinti santykius su keletu dalyvausiančių šalių."
363,"I would now like to see words being translated into facts, and to see this principle being activated on a practical level.","Norėčiau, kad dabar žodžiai virstų veiksmais, o šis principas būtų įgyvendinamas praktiniu lygmeniu."
364,"This Institute was supposed to begin operations in 2008, but in fact, its official opening will only take place this June.","Institutas turėjo pradėti veikti 2008 m., tačiau iš tikrųjų oficialiai jis bus atidarytas tik šį birželį."
365,We are therefore not looking at mass transfer of such data; the objective and the subject place very clear bounds on that transfer of data.,Taigi šiuo atveju kalbame ne apie masinį tokių duomenų perdavimą; tikslas ir subjektas labai aiškiai apriboja tokį duomenų perdavimą.
366,"Lastly, I share the rapporteur's concern that none of the 26 recommendations made by the Internal Audit Service have been fully implemented by Eurojust.","Galiausiai pritariu pranešėjos susirūpinimui dėl to, kad nviena iš 26 rekomendacijų, kurias pateikVidaus audito tarnyba nėra visiškai įgyvendinta."
367,It is a clear victory for both transparency and control and is in keeping with the traditional Danish view of good practice.,"Tai aiški pergaltiek skaidrumo, tiek kontrolės požiūriu, taip pat tai atitinka tradicinį danų požiūrį į gerąją patirtį."
368,"The real criminals were condemned by the Prime Minister, Georgios Papandreou, and all the political parties in Parliament just a short while ago.","Tikruosius nusikaltėlius pasmerkministras pirmininkas Georgikos Papandreou, o ką tik ir visos parlamento politinės partijos."
369,This fact is all the more important as Member States have transferred important powers to the European Union.,"Šis faktas ypač reikšmingas dėl to, kad valstybės narės svarbius savo įgaliojimus perdavEuropos Sąjungai."
370,"However, one must also state that the high standards we currently enjoy in Europe are of great help in lowering the incidence of this disease.","Tačiau nereikėtų pamiršti ir to, kad šiuo metu Europoje galiojantys griežti standartai labai padeda mažinti šios ligos paplitimą."
371,I am concerned that the conservatives are using this method to reintroduce nuclear power by the back door.,"Man neduoda ramybės tai, kad konservatoriai šį metodą naudoja norėdami slapta iš naujo įvesti branduolinės energijos naudojimą."
372,"But, if the shoe was on the other foot, I can only imagine that the Commission would rub their hands in delight at the prospect of a failing pound and a weakened London.","Tačiau jeigu batas būtų ant kitos kojos, galiu tik įsivaizduoti, kaip Komisija trintų savo rankas iš džiaugsmo matydama žlungantį svarą ir silpnėjantį Londoną."
373,"Eighteen years ago, the University of Barcelona carried out a study that concluded that the textile industry would have disappeared from Europe by the year 2000.","Prieš aštuoniolika metų Barselonos universitete atlikus tyrimą padaryta išvada, kad iki 2000 m. Europoje visiškai išnyks tekstilės pramonė."
374,I therefore understand the Commission's reservations about limiting access to its work: I could not agree more.,"Todėl suprantu, kodėl Komisija kelia sąlygas dėl ribotos prieigos prie jos darbo: negalėčiau sutikti labiau."
375,Measures such as financial support for people who have completed university are essential for a smooth transition to the labour market.,"Priemonės, pvz., finansinparama universitetus baigusiems žmonėms, yra svarbios užtikrinant jų sklandų perėjimą į darbo rinką."
376,I would just like to sum up for a second by saying that we have done an excellent job and that we preferred the ethics of hope to the ethics of prohibition.,"Norėčiau tiesiog labai trumpai apibendrinti, kad atlikome puikų darbą ir pirmenybę teikėme vilties, o ne draudimo etikai."
377,"We will not continue like this any more and, yes, Chairman of the committee, you know that your committee and the other committees are fully integrated in the way we are preceding.","Mes daugiau nebetaikysime ankstesnės tvarkos ir, komiteto pirmininke, jūs, be abejo, žinote, kad jūsų komitetui ir kitiems komitetams galioja mūsų darbo tvarka."
378,"Firstly, due to the cancellation of contracts that had been made in advance, as is usual in this sector, and secondly, due to insecurity, which has caused a change in normal booking trends.","Pirma, taip nutiko dėl iš anksto sudarytų sutarčių, kas šiame sektoriuje yra įprasta, nutraukimo ir, antra, dėl nesaugumo, dėl kurio pakito įprastiniai užsakymų įpročiai."
379,I find it hard to understand the fear that the finance ministers evidently feel when faced with this proposal for prior examination of the Member States' budgets.,"Mano manymu, sunku suprasti baimę, kurią finansų ministrai aiškiai jaučia pateikus pasiūlymą atlikti išankstinį valstybių narių biudžetų patikrinimą."
380,It is therefore necessary to assess this area rigorously from the perspective of the subsidiarity principle.,Todėl reikėtų griežtai įvertinti šią padėtį subsidiarumo principo atžvilgiu.
381,Eighty million Europeans are insufficiently qualified and have increasingly fewer opportunities in the labour market.,Aštuoniasdešimt milijonų europiečių turi nepakankamą kvalifikaciją ir turi vis mažiau galimybių darbo rinkoje.
382,"Nuclear power production does not generate carbon dioxide emissions, not to mention that monthly household energy bills are lower in Member States where nuclear power is used.","Energiją gaminant branduoliniu būdu neišmetama anglies dioksido, o ką ir kalbėti apie tai, kad valstybių narių, kur naudojama branduolinenergija, namų ūkių mėnesinės sąskaitos už energiją yra mažesnės."
383,"However, I wish to stress that I am baffled by the insistence on the 'final disposal' of nuclear waste.","Tačiau noriu pabrėžti, kad esu sutrikęs dėl atkaklaus reikalavimo ""galutinai pašalinti"" branduolines atliekas."
384,She is right in saying that the multiannual financial framework for the EU's budget is now so tight that a lot of promises will be very difficult to fulfil.,"Ji teisi sakydama, kad daugiametfinansinprograma, skirta ES biudžetui, yra tokia įtempta, kad bus labai sunku išpildyti daugelį pažadų."
385,"I admit that there have been some noticeable improvements, as when the Central Bank and the Commission met with the Bureau and gave an oral explanation of progress.","Pripažįstu, kad būta pastebimų patobulinimų, kai Centrinis bankas ir Komisija susitiko su Biuru ir pateikžodinį pažangos paaiškinimą."
386,"It goes without saying that low costs often equal a reduction in quality and, above all, in safety, which, in the transport sector, results in a serious increase in road traffic risks.","Savaime suprantama, mažesne kaina teikiamos paslaugos dažnai yra prastesnės kokybės ir mažiau saugios ir dėl jų transporto sektoriuje labai padidėja eismo įvykių rizika."
387,"On this occasion, there was only one candidate and, given that he received more than 168 votes, he got more than the qualified majority and is therefore elected on a single vote.","Šiuo atveju buvo tik vienas kandidatas, ir turint omenyje, kad jis surinko daugiau nei 168 balsus, jis surinko daugiau nei kvalifikuotą daugumą balsų, todėl yra išrinktas per vieną balsavimą."
388,"In terms of natural resources and biodiversity, in particular, the ORs allow European research privileged access to tropical ecosystems endowed with a unique biodiversity and agriculture.","Visų pirma dėl atokiausių regionų gamtos išteklių ir biologinės įvairovės Europos mokslinių tyrimų vykdytojams atsiranda išskirtinės galimybės tirti atogrąžų ekosistemas, pasižyminčias unikalia biologine įvairove ir žemės ūkiu."
389,I wish to end by saying that the European Union must ensure that the activities of credit rating agencies will be better regulated in future.,"Kalbą norėčiau pabaigti pasakydama, kad Europos Sąjunga privalo užtikrinti, kad visa kredito reitingų agentūrų veikla ateityje būtų geriau reguliuojama."
390,"It has been already said very clearly by the Presidency that the employment rate of 75%, which is our goal, cannot be obtained if we do not have women participating.","Tarybai pirmininkaujanti šalis jau labai aiškiai pasakė, kad tikslinio 75 proc. užimtumo pasiekti nepavyks, jeigu darbo rinkoje nedalyvaus moterys."
391,"There are many small companies with one or two vessels, historic vessels which cannot be converted, but which nonetheless have crews which are very helpful and offer people assistance.","Yra daug bendrovių, eksploatuojančių vieną ar du laivus arba istorinius laivus, kurių negalima perdaryti, tačiau jų įgulos yra geranoriškos ir ištiesia žmonėms pagalbos ranką."
392,"With the approval of the European Citizens' Initiative, our citizens will get a new tool with a view to setting the agenda for all of us who work on European legislation.","Patvirtinus Europos piliečių iniciatyvą, jie gautų naują galimybę nustatyti visų mūsų, vykdančių Europos teisėkūros veiklą, darbotvarkę."
393,I welcome the fact that Commissioner Cioloş has clearly indicated that he wishes to see a continuation of a two-pillar system.,"Palankiai vertinu tai, kad Komisijos narys D. Cioloş aiškiai nurodė, jog nori matyti toliau veikiančią dviejų ramsčių sistemą."
394,"Therefore, the final sentence should be: 'considers that both parties should take a pragmatic approach to the dialogue for the benefit of Kosovo and Serbia'.","Taigi paskutinis sakinys turėtų būti toks: ""mano, kad abiejų šalių požiūris į dialogą, naudingą Kosovui ir Serbijai, turėtų būti pragmatiškas""."
395,My call for us to maintain certain market measures acting as a safety net for farmers and the prices of their products has also largely been supported.,"Didelės paramos sulaukmano raginimas išlaikyti tam tikras rinkos priemones, kurios veiktų kaip ūkininkų ir jų produktų kainų apsaugos priemonės."
396,"This is the end result of a process which has been taking place in the countries of Europe, although the continent does still have many supporters of the death penalty.","Tai - galutinis Europos šalyse vykusio proceso rezultatas, nors žemyne dar daug mirties bausmės šalininkų."
397,"The problems reported are very often due to a lack of awareness of, and information about, the rules, or to doubts about the way such rules are to be implemented.","Problemų labai dažnai kyla dėl supratimo arba informacijos apie taisykles stokos ar dėl dvejonių, kokiu būdu šios taisyklės turi būti įgyvendintos."
398,"Mrs in 't Veld, regarding different sanctions other than fines, we should assess to what extent it would be possible, if necessary, to integrate them into our current legal framework.","Ponia S. in 't Veld, kalbėdami apie kitokias sankcijas, ne baudas, turėtume įvertinti, kiek prireikus jas būtų galima integruoti į mūsų dabartinę teisinę sistemą."
399,"It does not mean artificially created jobs which deform the labour market, and it does not mean the levelling out of social and regional differences, which smacks of egalitarianism.","Tai nereiškia, kad turime dirbtinai kurti naujas darbo vietas, kurios iškraipo darbo rinką, ir tai nereiškia, kad turime panaikinti socialinius ir regioninius skirtumus, nes tai kvepia egalitarizmu."
400,What is even more shocking is that this situation can happen again at any time without them feeling any kind of protection.,"Dar labiau sukrečia tai, kad ši padėtis gali vėl susidaryti bet kuriuo metu, todėl jos visiškai nesijaučia apsaugotos."
401,The involvement of fathers in their children's lives contributes to their healthy physical and psychological development.,Dalyvaudami savo vaikų gyvenime tėvai prisideda prie jų sveiko fizinio ir psichologinio vystymosi.
402,"(IT) Madam President, the revision of the agreement between Parliament and the Commission establishes the basis for improved collaboration between the two institutions.","(IT) Ponia pirmininke, naujuoju Parlamento ir Komisijos susitarimu nustatomas pagrindas geresniam šių dviejų institucijų bendradarbiavimui."
403,"This not only applies to Parliament's influence; above all, it is about the right of citizens to scrutiny of this important new service that the Union is now providing.",Tai siejama ne tik su Parlamento įtaka; visų pirma tai siejama su piliečių teise akylai stebėti šią svarbią Europos Sąjungos steigiamą naują tarnybą.
404,"As that famous man from Alsace, Albert Schweitzer, said, the first step in developing ethical rules is a feeling of solidarity with other human beings.","Kaip sakžymus žmogus iš Elzaso, Albert Schweitzer, pirmasis žingsnis kuriant etikos taisykles - tai solidarumo su kitais žmonėmis jausmas."
405,"(NL) That is a very interesting question, and this is also a subject on which there will be a great deal more discussion in this House.","(NL) Tai labai įdomus klausimas, ir šia tema šiame Parlamente vyks gerokai daugiau diskusijų."
406,The Commission has requested information from Member States concerning the transposition and implementation of the directive with regard to self-employed drivers.,Komisija iš valstybių narių paprašinformacijos apie direktyvos perkėlimą į nacionalinę teisę ir jos įgyvendinimą savarankiškai dirbančių vairuotojų atžvilgiu.
407,This inspection must be carried out as a priority in Member States admitted to the EU in 2004 and 2007.,"Toks patikrinimas pirmiausia privalo būti atliktas valstybėse narėse, kurios priimtos į ES 2004 m. ir 2007 m."
408,"I, too, support the establishment of a common Monetary Fund for the purpose of effective control of European economic governance.","Taip pat pritariu pasiūlymui įsteigti bendrąjį Valiutų fondą, kad būtų veiksmingai kontroliuojamas ekonomikos valdymas."
409,"Women are frequently seen as 'high risk', 'second class' or 'unsuitable' workers, given the strong likelihood of them getting pregnant and exercising the right to maternity leave.","Moterys dažnai vertinamos kaip ""didelės rizikos"", ""antrarūšės"" arba ""netinkamos"" darbuotojos, nes yra dideltikimybė, kad jos pastos ir turės pasinaudoti savo teise į motinystės atostogas."
410,"Europe must once again attract investment and production, establishing itself as a worldwide model for innovation and growth.",Europos Sąjunga dar kartą turi pritraukti investicijas ir gamybą ir tapti pasauliniu naujovių ir ekonomikos augimo modeliu.
411,"More needs to be done to deliver on the commitment and promises made to deal with the VAT issue, which is also an irritant for our businesses.","Daugiau reikia nuveikti siekiant įvykdyti įsipareigojimus ir tesėti pažadus dėl PVM klausimo, kuris taip pat svarbus mūsų įmonėms."
412,"It has been highly controversial here in the European Parliament, but also in Sweden, which I represent.","Jis buvo labai prieštaringai vertinamas čia, Europos Parlamente, taip pat ir Švedijoje, kuriai atstovauju."
413,"Member of the Commission. - Mr President, I know that at the beginning of the debate Mrs Meissner expressed her disappointment at so few Members being here in the Chamber.","Komisijos narė. - Pone pirmininke, prieš prasidedant šioms diskusijoms G. Meissner apgailestavo, kad šioje salėje yra nedaug Parlamento narių."
414,"on behalf of the Verts/ALE Group. - (DE) Mr President, Cambodia is a very beautiful country with a great history, but there are dark sides to both the country and its history.","Verts/ALE frakcijos vardu. - (DE) Pone pirmininke, Kambodža - labai graži ir turtingą istoriją turinti šalis, tačiau ir šalis, ir jos istorija turi tamsių pusių."
415,"My home country, too, has increased the threat level for certain places, and a travel alert was also recently received from the United States.","Mano gimtoji šalis kai kuriose vietose taip pat padidino grėsmės lygmenį, o pavojaus keliauti signalas neseniai buvo gautas ir iš Jungtinių Valstijų."
416,"This approach, the Single Market Act, is a comprehensive, overall approach to the single market, a collective approach.","Šis Bendrosios rinkos akto metodas yra išsamus, bendras ir kolektyvinis požiūris į bendrąją rinką."
417,It is also necessary to increase the Eurostat sustainable development indicators in absolutely every Member State.,Taip pat reikia padidinti Eurostato nustatytus tvaraus vystymosi rodiklius kiekvienoje valstybėje narėje.
418,"Madam President, I very much welcome the fact that we are dealing with the situation in the livestock sector, because it is a serious one.","Ponia pirmininke, labai palankiai vertinu tai, kad nagrinėjame gyvulininkystės sektoriaus padėtį, nes ji rimta."
419,"Furthermore, the Treaty of Lisbon makes the Charter of Fundamental Rights binding, thereby protecting European citizens' personal information.","Be to, įsigaliojus Lisabonos sutarčiai tapo privalomos Pagrindinių teisių chartijos nuostatos, kuriomis remiantis saugomi Europos piliečių asmens duomenys."
420,My other point is that it is not the European Parliament that is claiming that money is being squandered here.,"Kitas dalykas - tai, kad švaistomi pinigai, teigia ne Europos Parlamentas."
421,"Failure to do this will compel us to refer the matter to the Court of Justice and to block future long-term plans, which is to be avoided insofar as it is a basic instrument of fisheries management.","Jei taip nebus, būsime priversti perduoti šį klausimą nagrinėti Teisingumo Teismui ir blokuoti būsimus ilgalaikius planus, nors to reikėtų vengti, nes jie yra pagrindinžvejybos valdymo priemonė."
422,"Madam President, tomorrow, 23 November, is the fourth anniversary of the death in London of my constituent, Alexander Litvinenko.","Ponia pirmininke, rytoj, lapkričio 23 d., sukanka ketveri metai nuo mano rinkėjo A. Litvinenkos mirties Londone."
423,The globalisation of the economy and finance require us to make real progress in the international harmonisation of regulations.,Dėl ekonomikos ir finansų globalizacijos privalome daryti tikrą pažangą tarptautinio reglamentų derinimo srityje.
424,"Often, this e-waste is dumped illegally in places such as West Africa, where waste treatment is very substandard and causes tremendous health problems and environmental pollution.","Dažnai tokios e. atliekos neteisėtai išmetamos tokiose vietose kaip Vakarų Afrika, kur atliekų tvarkymas visiškai neatitinka standartų ir dėl to kyla didelių sveikatos ir aplinkos apsaugos problemų."
425,"Recent, minor climate changes are entirely consistent with well-established, long-term natural climate cycles.","Pastarieji maži klimato pokyčiai visiškai suderinami su nusistovėjusiais, ilgalaikiais natūraliais klimato ciklais."
426,"Ordinary citizens in Ukraine would probably like to be European, but not necessarily part of the European Union.","Paprasti Ukrainos piliečiai galbūt norėtų būti europiečiai, tačiau nebūtinai priklausyti Europos Sąjungai."
427,"The treaty assigns the Commission a key role. That is, to monitor the Member States' compliance with EU legislation.","Sutartyje Komisijai pavestas pagrindinis vaidmuo - stebėti, kaip valstybės narės laikosi ES teisės nuostatų."
428,Complaints submitted by EU citizens are an important source of information on possible violations of EU law.,ES piliečių teikiami skundai yra svarbus informacijos apie galimus Europos Sąjungos teisės pažeidimus šaltinis.
429,I voted for this resolution as I feel that the rapporteur's text is veering towards the European Union assuming bold commitments in the battle against climate change.,"Balsavau už šią rezoliuciją, nes, manau, pranešėjo dokumentu siekiama, kad Europos Sąjunga prisiimtų drąsius įsipareigojimus kovojant su klimato kaita."
430,"By way of reminder, the first agreement on obligations relating to readmission provides for complete reciprocity to be applied to national citizens and nationals of third countries.","Priminsiu, kad pirmajame susitarime dėl įsipareigojimų, susijusių su readmisija, numatomas visiškas abipusiškumo principo taikymas valstybių narių piliečiams ir trečiųjų šalių piliečiams."
431,"The European Union and the capitalist development method are not able to satisfy urgent needs, such as earthquake protection, education, health and welfare.","Europos Sąjunga negali patenkinti skubių poreikių, pvz., apsaugoti nuo žemės drebėjimų, garantuoti švietimą, sveikatą ir gerovę. To negalime pasiekti ir kapitalistinės plėtros metodu."
432,I would also like to say that the origins of the violence that we are experiencing are not exotic: it is our own violence.,"Taip pat norėčiau pasakyti, kad smurto, apie kurį čia šiandien kalbame, kilmnėra egzotiška - tai mūsų pačių smurtas."
433,"I therefore voted in favour of this resolution, and I hope that the mobilisation of the EGF will contribute to the successful reintegration of these workers into the labour market.","Todėl balsavau už šią rezoliuciją, tikėdamasis, kad Europos prisitaikymo prie globalizacijos padarinių fondo lėšų mobilizavimas padės šiems darbuotojams sėkmingai reintegruotis į darbo rinką."
434,"The directive applies not only to victims of domestic violence, but also to victims of forced marriages, human trafficking and female genital mutilation.","Direktyva taikoma ne tik šeiminio smurto aukoms bet ir priverstinių vedybų, prekybos žmonėmis ir moterų lyties organų žalojimo aukoms."
435,"However, with themes such as new projects and additional Lisbon tasks, the 2011 budget is also an investment in the future of the EU and in the functioning of its institutions.",Tačiau su tokiomis temomis kaip nauji projektai ir papildomos užduotys įsigaliojus Lisabonos sutarčiai 2011 m. biudžetas taip pat yra investicija į ES ateitį ir į jos institucijų veikimą.
436,The decision of the constitutional court to close down the Democratic Society Party and a surge in PKK terrorist attacks also undermined this policy.,Šiai politikai taip pat pakenkKonstitucinio teismo sprendimas uždrausti Demokratinės visuomenės partiją ir PKK surengtų teroristinių išpuolių banga.
437,The mechanism should also be supported by a decision to move forward with a limited and focused treaty change.,"Mechanizmas turėtų būti sustiprintas ir priėmus sprendimą toliau siekti, kad būtų nedaug ir koncentruotai pakeista Sutartis."
438,Another matter is that it should be considered whether the 300 000 votes needed for an initiative and the one quarter of the Member States which have to be represented is not too low a threshold.,"Kitas dalykas yra tas, kad reikėtų apsvarstyti, ar iniciatyvai reikalingi 300 000 balsų ir ketvirtadalis valstybių narių, kurioms turi būti atstovaujama, yra ne per žema riba."
439,in writing. - (LT) I voted in favour of this resolution because I believe that there is a need to set up a mechanism for monitoring and supervising credit rating agencies.,"raštu. - (LT) Balsavau už šią rezoliuciją, nes manau, jog būtina parengti kredito reitingų agentūrų stebėsenos ir priežiūros priemonę."
440,"However, rather than regulating the Internet, I would prefer a solution which involves educating Internet users and resorting to regulations or restrictions in limited cases only.","Vis dėlto užuot reglamentavus interneto sritį, labiau pritarčiau sprendimui, kuris apimtų interneto vartotojų ugdymo priemones, tik retais atvejais taikant taisykles arba apribojimus."
441,in writing. - The European Union's continued protection of human rights has paid great dividends worldwide and we must further our efforts in this age of globalisation.,"raštu. - Nuolatinės Europos Sąjungos pastangos ginti žmogaus teises visame pasaulyje atnešdidelių dividendų, todėl globalizacijos laikotarpiu privalome dar labiau stengtis."
442,It will have a very important influence on the Union's ability to deliver its policies in the interests of its citizens.,Jis turės labai didelės įtakos Europos Sąjungos gebėjimui įgyvendinti savo politikos strategijas atsižvelgiant į piliečių interesus.
443,"One of the things Europe is very rich in is cultural diversity, which is perfectly reflected in the diversity of its cultural, artistic, architectural and linguistic heritage.","Vienas dalykas - Europos Sąjunga yra labai turtinga savo kultūrų įvairove, kurią puikiai atspindi jos kultūrų, meno, architektūros ir kalbų paveldas."
444,"The EU has also invited the Egyptian authorities to ensure that the principle of non-refoulement is observed for all migrants in need of international protection, including Eritreans.","ES taip pat paragino Egipto valdžios institucijas užtikrinti, kad visų migrantų, įskaitant Eritrėjos gyventojus, kuriems reikia tarptautinės apsaugos, atžvilgiu būtų laikomasi negrąžinimo principo."
445,"After all, foreign companies are said to control more than 60% of the timber production and processing and three quarters of the timber exports.","Šiaip ar taip, užsienio įmonės laikomos kontroliuojančiomis daugiau nei 60 proc. medienos gamybos ir perdirbimo bei tris ketvirtadalius medienos eksporto."
446,The recognition of agriculture as a strategically important sector for food security is an important step towards avoiding food security issues in the future.,Žemės ūkio pripažinimas strategiškai svarbiu aprūpinimo maistu saugumui sektoriumi yra svarbus žingsnis siekiant ateityje išvengti aprūpinimo maistu saugumo problemų.
447,I think one of the reasons the Belgian Presidency is a success is because they took the realities of the Lisbon Treaty into account.,"Manau, viena iš Tarybai pirmininkavusios Belgijos sėkmę lėmusių priežasčių buvo tai, kad ji sugebėjo atsižvelgti į Lisabonos sutarties realijas."
448,"However, relocation and the end of productivism, which are necessary for self-sufficiency in foodstuffs and for preserving biodiversity, are still a long way off.","Vis dėlto dar toli iki perkėlimo ir produktyvizmo panaikinimo, o tai būtina, siekiant galėjimo apsirūpinti maistu ir norint apsaugoti biologinę įvairovę."
449,This opportunity is no longer based on an ability to pay but on the genuine right to a more informed choice.,"Ši galimybgrindžiama jau ne gebėjimu sumokėti, o tikra teise į geresne informacija grindžiamą pasirinkimą."
450,That is why they are still stuck with emergency aid and we have to move towards development cooperation.,"Štai kodėl jie vis dar laikosi įsikibę neatidėliotinos pagalbos, o mes turime pereiti prie vystomojo bendradarbiavimo."
451,The general message that I hear is that this should be done by reducing public spending and that is exactly what we in the Netherlands have been doing.,"Apskritai kalbama, kad šios sąlygos turėtų būti sudaromos mažinant valstybės išlaidas, ir būtent tokių veiksmų Nyderlanduose ir ėmėmės."
452,There is a need to convince the Member States to agree on easier procedures in recognising educational qualifications regardless of the country where they have been obtained.,"Reikia įtikinti valstybes nares susitarti dėl paprastesnių išsilavinimo, nepaisant to, kurioje šalyje jis buvo įgytas, pripažinimo procedūrų."
453,I am in favour of this resolution because I believe we need to try to solve the serious problem of deforestation and degradation.,"Pritariu šiai rezoliucijai, nes manau, kad turime stengtis išspręsti šią didelę miškų naikinimo ir nykimo problemą."
454,The EU stands ready to enhance its cooperation with governments in order to combat intolerance and protect human rights.,"ES pasiruošusi stiprinti bendradarbiavimą su vyriausybėmis, kad būtų kovojama su netolerancija ir ginamos žmogaus teisės."
455,"On the contrary, denying the opposition the right to representation in parliament results in deepening social tensions.","Priešingai, opozicijai nesuteikus atstovavimo teisės, parlamente didėja socialinįtampa."
456,"Secondly, on transport, the Commission is preparing a White Paper on the future of transport, which is due to be adopted in March 2011.","Antra, dėl transporto: Komisija rengia baltąją knygą dėl transporto ateities ir ji turėtų būti priimta 2011 m. kovo mėn."
457,"The Union represents cowardly imperialism, as evidenced by its belated response to the situation in Tunisia.","Kaip matyti iš pavėluotos Europos Sąjungos reakcijos į padėtį Tunise, Europos Sąjunga remia niekingą imperializmą."
458,It is socially fragile because social structures have failed to develop over the decades in such a way as to enable large sections of society to share in economic development.,"Ji pažeidžiama socialiniu požiūriu, nes dešimtmečius socialinės struktūros nebuvo plėtojamos taip, kad suteiktų galimybę didesniems visuomenės sluoksniams dalyvauti ekonominėje plėtroje."
459,It has actually been poorly prepared in terms of the common vision that we need and it has also been poorly prepared in terms of the coherence of the resources and instruments that we use.,"Jam iš tiesų prastai pasirengta bendros vizijos, kuri mums reikalinga, atžvilgiu, taip pat prastai pasirengta mūsų naudojamų išteklių ir priemonių suderinamumo klausimais."
460,I agree with you that we need to be more active on the ground to do more and I absolutely agree that we need to revisit the neighbourhood policy.,"Pritariu jums, kad turime būti aktyvesni ir nuveikti daugiau, ir visiškai pritariu nuomonei, kad turime persvarstyti kaimynystės politiką."
461,"- (SK) Madam President, tuberculosis, like malaria and AIDS, is one of the great pandemics which are decimating the populations of developing countries, particularly in Africa and Asia.","- (SK) Ponia pirmininke, tuberkuliozė, kaip ir maliarija bei AIDS, yra viena didžiausių epidemijų, naikinančių besivystančių šalių gyventojus, pirmiausia Afrikoje ir Azijoje."
462,Both electronic goods manufacturers and consumers need to assume their responsibilities in order to meet this target.,"Ir elektroninių prekių gamintojai, ir vartotojai turi prisiimti atsakomybę siekiant šio tikslo."
463,The hazardous substances often produced by waste from electrical and electronic equipment can cause huge health and environment risks.,Elektros ir elektronikos įrangos atliekų išskiriamos pavojingos medžiagos gali kelti didelį pavojų sveikatai ir aplinkai.
464,"I agree with the view that there is a need to put effective pressure on Member States to speed up the incorporation of the directive into national law, and to complete this fully.","Pritariu nuomonei, kad reikia griežtai reikalauti iš valstybių narių sparčiau įtraukti šios direktyvos nuostatas į nacionalinės teisės aktus ir tai padaryti visapusiškai."
465,Support for SMEs is important because these firms are important for the present and future of Europe.,"Remti MVĮ svarbu, nes šios įmonės svarbios dabartinei ir ateities Europai."
466,in writing. - The agreement which has been reached with Council is the result of tough negotiations in the face of intense lobbying from industry.,raštu. - Su Taryba pasiektas susitarimas yra įtemptų derybų susiduriant su intensyviu pramonės lobizmu rezultatas.
467,"in writing. - I voted in favour of this agreement as it will improve Europe's trade and development relations with South Africa, which are critical for the South African region and also for us.","raštu. - Balsavau už šį susitarimą, nes jis padės gerinti Europos prekybos ir bendradarbiavimo ryšius su Pietų Afrika, kurie yra labai svarbūs Pietų Afrikos regionui, taip pat mums."
468,"It establishes rights for passengers using bus and coach transport, which are comparable to those that apply to all other modes of transport.","Reglamente nustatytos miesto ir tolimojo susisiekimo autobusų keleivių teisės, atitinkančios kitų transporto rūšių keleivių teises."
469,"That is the best way to jointly uphold human rights as one of the important pillars of the area of freedom, justice and security.","Tai geriausias būdas drauge puoselėti žmogaus teises, kaip vieną svarbiausių laisvės, saugumo ir teisingumo erdvės ramsčių."
470,Why is the current conservative government in Hungary also dismantling the ineffective second pillar of pension provision?,Kodėl dabartinVengrijos konservatorių vyriausybtaip pat ardo neveiksmingą antrąją pensinio aprūpinimo pakopą?
